,end_position,entity_type,lefts,rights,start_position,subtree,text_value
10826,508735,CARDINAL,[],[      ],508684,"[502:9\n\n\n\n\n\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd,       ]",502:9\n\n\n\n\n\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd
10827,508742,PERSON,[],[],508736,[      ],      
10828,508773,CARDINAL,[335:18],[],508768,"[320:16, 335:18, 343:4]",343:4
10829,508794,CARDINAL,[344:10],"[ , 302:1,2]",508781,"[344:10, 351:7\n\tyork,  , 276:25, 279:7,7\n, 300:10,10, 302:1,2]",351:7\n\tyork
10830,508802,CARDINAL,[],[],508796,[276:25],276:25
10831,508812,CARDINAL,[276:25],[],508803,"[276:25, 279:7,7\n]","279:7,7\n"
10832,508822,CARDINAL,"[279:7,7\n]",[],508813,"[276:25, 279:7,7\n, 300:10,10]","300:10,10"
10833,508837,CARDINAL,[],[],508831,[302:23],302:23
10834,508973,CARDINAL,[],[],508970,[212],212
10835,509173,CARDINAL,[],[],509172,[4],4
10836,509230,CARDINAL,[ro\x0c\npgNbr=294\nTUR],"[.)i, ..]",509206,"[ro\x0c\npgNbr=294\nTUR, 000000799.0001\n\n.mmnii, .)i, ..]",000000799.0001\n\n.mmnii
10837,509515,DATE,[00\x0c\npgNbr=295\nMKMMWMWftpMMMi\n\n1961],[],509509,"[00\x0c\npgNbr=295\nMKMMWMWftpMMMi\n\n1961, Annual]",Annual
10838,509837,PERSON,[],[],509825,[            ],            
10839,509849,DATE,[],[],509845,[1962],1962
10840,509861,DATE,[],[],509855,[Annual],Annual
10841,509991,PERSON,[],[],509982,[         ],         
10842,510189,PERSON,[],[000000804.0001\n\n],510111,"[IHWW*.MWW\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\'\n\nRJR, 000000804.0001\n\n]",IHWW*.MWW\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\'\n\nRJR
10843,510208,PRODUCT,[],[],510190,[000000804.0001\n\n],000000804.0001\n\n
10844,510572,PERSON,[],"[O0G291S9\n\nRJR, ,, .]",510436,"[CD\x0c\npgNbr=299\nIft^\n\n3S\xef\xbf\xbd*\n\n\xef\xbf\xbd*\xef\xbf\xbdm&:\n\nfliffi\n\njjWAMWSCWAMrW\n\n\xef\xbf\xbdi^^^\'f^liPil\n\nMN, AT, O0G291S9\n\nRJR, 000000805.0001\n\n\n\n^^^iw-^.umw^BWH^^,                                                                                     , \xef\xbf\xbdf""**""-\xef\xbf\xbd\xef\xbf\xbd\'*->n\'\xef\xbf\xbdm\'*h*"">*\'\n\nOl\n\nw\n\n, ,, .,     ]",CD\x0c\npgNbr=299\nIft^\n\n3S\xef\xbf\xbd*\n\n\xef\xbf\xbd*\xef\xbf\xbdm&:\n\nfliffi\n\njjWAMWSCWAMrW\n\n\xef\xbf\xbdi^^^\'f^liPil\n\nMN
10845,510716,PERSON,[],[],510632,[                                                                                    ],                                                                                    
10846,510811,CARDINAL,[],[],510807,[    ],    
10847,510958,ORG,[],[0],510955,"[NTH, 0]",NTH
10848,510960,CARDINAL,[],[],510959,[0],0
10849,510998,ORG,[NTH],"[   , .]",510961,"[NTH, 0, I,\n\n\xef\xbf\xbdm\':<1;1\n\nMENTHOL,    , .]","I,\n\n\xef\xbf\xbdm\':<1;1\n\nMENTHOL"
10850,511018,PERSON,[],[],511004,"[\xef\xbf\xbd,  ]",\xef\xbf\xbd  
10851,511142,PERSON,[I],"[from, and, Retained, end]",511020,"[I, |\n\nColore\n\n.it*\xef\xbf\xbd*\n\nfiijacioARtnts\n\n\n\n-\xef\xbf\xbd-*\n\n\n\nCONTENTS\n\n\nHLghliDlhU\n\t.i\n\nMrtttgr, from, the, President, and, Chairman, of, the, Boord\n\t\xef\xbf\xbd5\n\nReview, of, the, Teat\n\t8\n\nFinancial, Review\n\tIS\n\nSutaneoli, of, Income, and, Retained, Earning!\n\t31\n\nBalance, Sheet\n\t2*\n\nStatement, of, Source, and, Application, of, Fund*\n\t2)\n\nKofetto, Financial, Statementt\n\t25\n\nSupplementeuy, Financial, InfciriDatjot)\n\t25\n\nAuditor*\'Certificate\n\t25\n\nTen, Yeai, Financial, Review\n\t26\n\nDirector, ,, end, OfBceri\n\t27\n\nON]",|\n\nColore\n\n.it*\xef\xbf\xbd*\n\nfiijacioARtnts\n\n\n\n-\xef\xbf\xbd-*\n\n\n\nCONTENTS\n\n\nHLghliDlhU\n\t.i\n\nMrtttgr
10852,511450,ORG,[],[InfciriDatjot)\n\t25\n\nAuditor*\'Certificate\n\t25\n\nTen],511359,"[Application, of, Fund*\n\t2)\n\nKofetto, Financial, Statementt\n\t25\n\nSupplementeuy, Financial, Financial, InfciriDatjot)\n\t25\n\nAuditor*\'Certificate\n\t25\n\nTen, Yeai, Financial, Review\n\t26\n\nDirector]",Application of Fund*\n\t2)\n\nKofetto Financial Statementt\n\t25\n\nSupplementeuy Financial
10853,511524,LOC,[],[],511510,"[Yeai, Financial]",Yeai Financial
10854,511663,NORP,[],[],511658,[Latin],Latin
10855,511736,EVENT,[this],[],511733,"[this, Htm]",Htm
10856,511817,PRODUCT,[],[],511800,[Stockholders\n\n\],Stockholders\n\n\
10857,511896,PERSON,[],[],511869,"[RariUn, Tim, whip\n\nadjacent]",RariUn Tim whip\n\nadjacent
10858,511910,PERSON,[],[],511900,[Ffemlngton],Ffemlngton
10859,511914,PERSON,[],[],511911,[Ncw],Ncw
10860,511995,PERSON,"[Mcctlnj.;,\n\nProvy]",[],511964,"[Mcctlnj.;,\n\nProvy, Statementand, Proxy\n\naccompany]",Statementand Proxy\n\naccompany
10861,512331,PERSON,[],[],512267,"[o\n\nCD, CD\n\nCD\x0c\npgNbr=301\ntmmmmmmmmmm\n\niiOftwrtwrw\'PiF]",o\n\nCD CD\n\nCD\x0c\npgNbr=301\ntmmmmmmmmmm\n\niiOftwrtwrw\'PiF
10862,512351,ORG,[*],['],512348,"[*, L*\, ']",L*\
10863,512460,ORG,[],[],512445,[Wi\xef\xbf\xbdJ],Wi\xef\xbf\xbdJ
10864,512653,PERSON,"[*, V, *]",[],512629,"[*, \xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbd\n\nm\n\n\n\n^, V, *, L*., M\n\n\xef\xbf\xbd, hg]",L*. M\n\n\xef\xbf\xbd hg
10865,512727,PERSON,[-],[  ],512724,"[.., -,   ,   , K,   ]",  K
10866,512831,DATE,[],[],512825,[ANNUAL],ANNUAL
10867,512841,ORG,[],[],512839,[  ],  
10868,513174,ORG,[],[],513163,"[  , Financial]",  Financial
10869,513198,GPE,[Hlghlfehta\n\n2],[from],513192,"[Financial, Hlghlfehta\n\n2,  , Mewaie, from, the, Innwktant, and, Chairman, of, the, Board\n\n4, fbbacco, Product]",Mewaie
10870,513217,NORP,[the],"[and, Chairman]",513208,"[the, Innwktant, and, Chairman, of, the, Board\n\n4, fbbacco, Product]",Innwktant
10871,513248,ORG,[],[],513238,[Board\n\n4],Board\n\n4
10872,513305,PERSON,[Distilled],[Review],513296,"[Distilled, Bavorifat, 22, Financial, Review, 25]",Bavorifat
10873,513308,CARDINAL,[],[],513306,[22],22
10874,513325,LOC,[22],[25],513309,"[22, Financial, Review, 25]",Financial Review
10875,513328,CARDINAL,[],[],513326,[25],25
10876,513399,PERSON,[],[],513382,"[Tan, Vnr, Financial]",Tan Vnr Financial
10877,513463,DATE,[],[],513457,[Annual],Annual
10878,513486,ORG,[],[],513475,[Stockholder],Stockholder
10879,513516,DATE,[an],"[,, May]",513507,"[an, Wednesday, ,, May, 7,1969]",Wednesday
10880,513528,PERSON,[],[],513522,"[7,1969]","7,1969"
10881,513543,TIME,[],[],513533,"[10:00, a.m.]",10:00 a.m.
10882,513587,ORG,[*],[In],513572,"[*, VraldorhAstorta, In, New, York, City]",VraldorhAstorta
10883,513604,GPE,[],[],513591,"[New, York, City]",New York City
10884,513632,LAW,"[A, formal]",[.],513615,"[A, formal, Notice, of, Meeting, .]",Notice of Meeting
10885,513649,PERSON,[],"[and, Proxy]",513634,"[Proxy, Statement, and, Proxy]",Proxy Statement
10886,513659,PERSON,[],[],513654,[Proxy],Proxy
10887,513740,CARDINAL,[00029203\n\nRJR],[..],513706,"[00029203\n\nRJR, 000000807.0002\n\n,\xef\xbf\xbdmiW, ..]","000000807.0002\n\n,\xef\xbf\xbdmiW"
10888,513887,CARDINAL,[],[],513876,[19$$\n\nHre],19$$\n\nHre
10889,513909,PERSON,[],"[,, Brooklyn]",513889,"[Keith, Shipley, gutton, ,, III, 93, Joralenon, Street, Brooklyn, 1, ,]",Keith Shipley gutton
10890,513917,CARDINAL,[III],[],513915,"[III, 93]",93
10891,513945,FAC,[93],"[,]",513918,"[III, 93, Joralenon, Street, Brooklyn, 1, ,]",Joralenon Street Brooklyn 1
10892,513985,GPE,[*],"[you, much, for]",513969,"[*, Suttoni\n\nThank, you, very, much, for, your, letter, of, October, L]",Suttoni\n\nThank
10893,514026,DATE,[],[],514019,[October],October
10894,514238,ORDINAL,[],[],514233,[first],first
10895,514425,PERSON,"[few, factef]",[],514417,"[very, few, factef, Tou, vill]",Tou vill
10896,514469,GPE,[],"[,, statementsi]",514459,"[cigar*ttee, ,, the, statementsi, ""]",cigar*ttee
10897,514787,CARDINAL,[],[],514784,[ten],ten
10898,514937,CARDINAL,[*],[by],514934,"[*, One, by, one]",One
10899,514944,CARDINAL,[],[],514941,[one],one
10900,515177,GPE,[normal],[],515166,"[normal, Individuals]",Individuals
10901,515207,ORG,[],[],515179,"[The, American, Tobaooo, Company]",The American Tobaooo Company
10902,515547,ORG,[],[],515508,"[the, Tobacco, Industry, Beseareh, Oommlttee]",the Tobacco Industry Beseareh Oommlttee
10903,515603,ORG,[],"[of, ,, men, ,, vith]",515576,"[a, Scientific, Advisory, Board, of, outstanding, authorities, ,, men, prominent, In, medicine, or, science, ,, all, vith, a, vide, knowledge, of, cancer, and, cancer, research]",a Scientific Advisory Board
10904,515854,ORG,[],[],515838,[and\n\nhMM*\'\'\],and\n\nhMM*\'\'\
10905,515943,PERSON,"[and\n\nhMM*\'\'\, ']",[],515856,"[and\n\nhMM*\'\'\, ',                                                                         ,                                                                         , GR507997\n\nRJR]",                                                                        GR507997\n\nRJR
10906,516020,PERSON,[],"[,, 2]",516000,"[Keith, Shipley, Sutton, ,, III,      , -, 2]",Keith Shipley Sutton
10907,516034,PERSON,[],[],516022,"[III,      , -, 2]",III      - 2
10908,516070,PERSON,[],[],516035,"[\xef\xbf\xbd,                       ]",\xef\xbf\xbd                       
10909,516077,DATE,[],[],516070,[October],October
10910,516093,DATE,[],[],516082,[195?\n\nKov],195?\n\nKov
10911,516227,CARDINAL,[],[of],516224,"[one, of, the, Important, constituents, of, emoldng]",one
10912,516289,ORG,[],[],516287,[  ],  
10913,516331,ORG,[],[],516329,[  ],  
10914,516349,PERSON,[],[],516337,[\xef\xbf\xbd],\xef\xbf\xbd
10915,516444,ORG,[],[],516442,[  ],  
10916,516452,FAC,[],[],516444,[Hicotine],Hicotine
10917,516609,DATE,"[the, body.\n\nFor, nary]",[],516604,"[the, body.\n\nFor, nary, years]",years
10918,517167,PERSON,[your],['s],517159,"[your, husband\, 's]",husband\
10919,517191,PERSON,[],[],517178,[V\xef\xbf\xbd],V\xef\xbf\xbd
10920,517287,PERSON,[],[],517278,"[R., Hanmer]",R. Hanmer
10921,517527,PERSON,[A],[U],517521,"[R, A,  , N,  , D,  , U,  ]",N  D  
10922,517530,PERSON,[],[],517527,"[U,  ]",U  
10923,517551,PERSON,[],[],517539,"[Paul, H., Hahn]",Paul H. Hahn
10924,517565,PERSON,[],[],517556,"[Alfred, K.]",Alfred K.
10925,517588,DATE,"[Hahn, Mr., Alfred, K.]","[,, Defense, .]",517566,"[Paul, H., Hahn, Mr., Alfred, K., Bovden\n\ndate, June, 21, ,, 1956\n\nFrom\n\nRobert, K., Heimann\n\nsubject, Defense, of, American, sbvoking, Tradition\n\n1, .]",Bovden\n\ndate June 21
10926,517634,PERSON,[],[],517590,"[1956\n\nFrom\n\nRobert, K., Heimann\n\nsubject]",1956\n\nFrom\n\nRobert K. Heimann\n\nsubject
10927,517739,ORG,"[""]","[Deoembor, "", submitted, ,]",517718,"["", Review, of, PR, Policies, Deoembor, 1954, ,, "", which, submitted, the, following, under, \xef\xbf\xbdLong, -, range, consequences, of, antl, -, cigarette, publicity, ,, ,]",Review of PR Policies
10928,517809,ORG,[],[],517793,[\xef\xbf\xbdLong],\xef\xbf\xbdLong
10929,517885,NORP,[],[],517877,[American],American
10930,518003,ORG,[],[],517997,"[  , Suoh]",  Suoh
10931,518066,DATE,[],[],518056,"[some, years]",some years
10932,518070,ORG,[],[],518068,[  ],  
10933,518138,PERSON,[],[],518107,"[tttsJwrad,.pani*\xef\xbf\xbdnoe]","tttsJwrad,.pani*\xef\xbf\xbdnoe"
10934,518225,PERSON,[the],[],518222,"[the, Bui]",Bui
10935,518240,PERSON,[],[],518232,[Btouffer],Btouffer
10936,518277,DATE,[],[],518252,"[1955, and, 1955, shoved\n\na]",1955 and 1955 shoved\n\na
10937,518314,CARDINAL,[],[],518309,"[16, -, 25]",16-25
10938,518379,ORG,[],[],518373,[Th\'it],Th\'it
10939,518460,DATE,[],[],518456,[1955],1955
10940,518479,CARDINAL,[],[],518469,[1953*\n\n3],1953*\n\n3
10941,518495,ORG,[There],[listing],518487,"[There, foilo\'e, a, listing, of, possible, ways, to, counteract, the, anti, -, cigarette, propegond--, among, young, people, vho]",foilo\'e
10942,518705,PRODUCT,[cigarette],[],518683,"[anti, -, cigarette, claims.\n\nThese, h, /, vre]",claims.\n\nThese h/vre
10943,518759,PRODUCT,[],[],518747,"[T.I.B.C.,    ]",T.I.B.C.    
10944,518816,ORG,[the],"[or, names]",518809,"[the, Company, or, its, brand, names]",Company
10945,518953,NORP,[],[],518945,[American],American
10946,519002,PERSON,[],[],518984,[by\xef\xbf\xbdhich],by\xef\xbf\xbdhich
10947,519133,GPE,[],[],519121,[strips\n\nIt],strips\n\nIt
10948,519166,LOC,[],[],519146,[Compony\xef\xbf\xbds],Compony\xef\xbf\xbds
10949,519208,WORK_OF_ART,"[""]","["", to, .]",519193,"["", The, Golden, Leaf, "", to, schools.\n\nR3rl\xef\xbf\xbd000000401.000i\n\n.^r.m\'^rri\'wvmiivntnmmiitutiiwimmmmmmtmmmfirmimmim^lt*\n\nRpMMi\n\n^pipwwi.iimnii, .]",The Golden Leaf
10950,519342,ORG,[],[],519213,[schools.\n\nR3rl\xef\xbf\xbd000000401.000i\n\n.^r.m\'^rri\'wvmiivntnmmiitutiiwimmmmmmtmmmfirmimmim^lt*\n\nRpMMi\n\n^pipwwi.iimnii],schools.\n\nR3rl\xef\xbf\xbd000000401.000i\n\n.^r.m\'^rri\'wvmiivntnmmiitutiiwimmmmmmtmmmfirmimmim^lt*\n\nRpMMi\n\n^pipwwi.iimnii
10951,519369,PERSON,[],"[', "", CD\n\nJ>\n\nCO\n\no\n\no]",519344,"[iiim\xef\xbf\xbdinuM-\'1\, ', "", "", "", "", "", \\\n\ncn\n\nCO, CD\n\nJ>\n\nCO\n\no\n\no, cn\x0c\npgNbr=307\nfieayy\xef\xbf\xbd8^,                            ]",iiim\xef\xbf\xbdinuM-\'1\
10952,519415,PERSON,"["", \\\n\ncn\n\nCO]",[cn\x0c\npgNbr=307\nfieayy\xef\xbf\xbd8^],519391,"["", \\\n\ncn\n\nCO, CD\n\nJ>\n\nCO\n\no\n\no, cn\x0c\npgNbr=307\nfieayy\xef\xbf\xbd8^,                            ]",CD\n\nJ>\n\nCO\n\no\n\no
10953,519660,ORG,[],[],519622,"[XP-^fi\n\nThe, American, Tobacco, Company]",XP-^fi\n\nThe American Tobacco Company
10954,519684,DATE,[],[],519679,[today],today
10955,519737,CARDINAL,[],[],519736,[1],1
10956,519745,DATE,"[1, *]",[show],519738,"[1, *, 1, years, which, ,, according, to, tho, authors, ,, show, that, 13,000, employees, In, tho, Company\, 's, cigarette, %, gj]",1 years
10957,519795,CARDINAL,[],[],519789,"[13,000]","13,000"
10958,519821,ORG,[tho],['s],519813,"[tho, Company\, 's]",Company\
10959,519922,PERSON,"[fewer, deaths]","[or, disease]",519908,"[fewer, deaths, from\n\noancer, or, heart, disease]",from\n\noancer
10960,520025,PERSON,[],[],520019,"[b\\, S.]",b\\ S.
10961,520101,MONEY,[],"[of, and, $]",520093,"[only, 71, $, of, tho, average, death, rate, and, only, 71, $, of, tho, average, inspiratory, cancer, rato, over, a, l^l, -, yoar, period]",only 71$
10962,520140,MONEY,[],[of],520132,"[only, 71, $, of, tho, average, inspiratory, cancer, rato, over, a, l^l, -, yoar, period]",only 71$
10963,520207,PERSON,[],[],520204,[Tho],Tho
10964,520295,CARDINAL,[],[],520285,[1957~19t>0],1957~19t>0
10965,520344,DATE,[],[],520339,[today],today
10966,520373,PERSON,[],"[,, Ph.D., ,, and, Heimann]",520362,"[Jacob, Cohen, ,, Ph.D., ,, and, Robert, K., Heimann, ,, Ph.D., ,, published, in, the, March, 196P, -, issue, of, industrial, Medioine, and, Surgery,\n\nPAIL,    ]",Jacob Cohen
10967,520380,WORK_OF_ART,[],[],520375,[Ph.D.],Ph.D.
10968,520403,PERSON,[],"[,, Ph.D., ,, published]",520386,"[Robert, K., Heimann, ,, Ph.D., ,, published, in, the, March, 196P, -, issue, of, industrial, Medioine, and, Surgery,\n\nPAIL,    ]",Robert K. Heimann
10969,520410,WORK_OF_ART,[],[],520405,[Ph.D.],Ph.D.
10970,520445,DATE,[the],[of],520429,"[the, March, 196P, -, issue, of, industrial, Medioine, and]",March 196P-issue
10971,520497,ORG,[],[   ],520493,"[NALL,    ]",NALL
10972,520503,CARDINAL,[NALL],[   ],520501,"[NALL,    , \\,    ]",\\
10973,520545,CARDINAL,[],[    ],520536,"[tAPtrVTOM,     ]",tAPtrVTOM
10974,520567,CARDINAL,[],[],520563,[    ],    
10975,520572,ORG,[],[ ],520569,"[VAL,  ]",VAL
10976,520596,PRODUCT,[VAL],[],520574,"[VAL,  , \xef\xbf\xbdPILttR,    ]",\xef\xbf\xbdPILttR    
10977,520677,CARDINAL,[000000867.0001\x0c\npgNbr=308\nFUR],[],520647,"[000000867.0001\x0c\npgNbr=308\nFUR, 000001032.0001\n\n\xef\xbf\xbd]",000001032.0001\n\n\xef\xbf\xbd
10978,520812,MONEY,[#],[],520808,"[#, 1015]",1015
10979,520859,CARDINAL,[],[],520831,[99-CV-2496\x0c\npgNbr=309\nA],99-CV-2496\x0c\npgNbr=309\nA
10980,520862,FAC,[],"[,, YBAMAN\n\nJ]",520861,"[Y, ,, YBAMAN\n\nJ, ,]",Y
10981,520881,PERSON,[],[],520877,"[V.,  ]",V.  
10982,520892,ORG,[],[],520890,[  ],  
10983,520959,PERSON,[1960\n\nCONFIDENTIAL\n\nClarence],"[,, of]",520953,"[1960\n\nCONFIDENTIAL\n\nClarence, Newman, ,, of, the, Wall, Streo\'fJpurnftl]",Newman
10984,521012,DATE,[],[],521003,[yesterday],yesterday
10985,521169,ORG,[],[oould],521151,"[Brown, &, Williamson, oould]",Brown & Williamson
10986,521309,ORG,[],[],521306,"[  , 1]",  1
10987,521748,PERSON,"["", r]",[],521685,"["", r,                                                  ,                                                  , i\n\nObviouely]",                                                 i\n\nObviouely
10988,522159,PERSON,[],[of],522144,"[   , \xef\xbf\xbd, of, hazard]",   \xef\xbf\xbd
10989,522418,CARDINAL,[],[Initiative],522406,"[\xef\xbf\xbd, our, Initiative]",\xef\xbf\xbd
10990,522433,LOC,[our],[],522423,"[our, Initiative]",Initiative
10991,522468,ORG,[the],[],522465,"[the, FTC]",FTC
10992,522768,DATE,[],[],522760,[November],November
10993,522894,PERSON,[],"[;, \xef\xbf\xbd, .]",522889,"[V., B., ;,      , \xef\xbf\xbd,   , .,    ]",V. B.
10994,522917,PERSON,[],[],522897,"[     , \xef\xbf\xbd,   ]",     \xef\xbf\xbd   
10995,522952,DATE,[],[],522932,"[000001032,0002\n\nii]","000001032,0002\n\nii"
10996,522956,PERSON,"[000001032,0002\n\nii, ,]",[],522954,"[000001032,0002\n\nii, ,, mm]",mm
10997,523010,PERSON,[],[             ],522987,"[n,,*mmmmmmmmmmmmmm\\\\t,              ]","n,,*mmmmmmmmmmmmmm\\\\t"
10998,523182,MONEY,[#],"[,, NO]",523178,"[#, 1015, ,, CIVIL, ACTION, NO, .]",1015
10999,523233,CARDINAL,[],[],523232,[1],1
11000,523563,ORG,"[a, tenuous]","[,, DIVISION]",523516,"[a, very, tenuous, foundation.""\n\nOomiAt>\xef\xbf\xbd\xef\xbf\xbd, ,, April, -, Mi/, T\xef\xbf\xbdft\xef\xbf\xbd\n\nA, DIVISION, OF, AMERICAN, BRANDS, ,, INC]","foundation.""\n\nOomiAt>\xef\xbf\xbd\xef\xbf\xbd"
11001,523570,DATE,[],"[-, Mi/]",523565,"[April, -, Mi/]",April
11002,523640,ORG,[April],[],523575,"[April, -, Mi/, T\xef\xbf\xbdft\xef\xbf\xbd\n\nA, DIVISION, OF, AMERICAN, BRANDS, ,, INC]","T\xef\xbf\xbdft\xef\xbf\xbd\n\nA DIVISION OF AMERICAN BRANDS, INC"
11003,523673,PERSON,[],[],523665,[t\'atkis],t\'atkis
11004,523869,PERSON,[],[],523725,"[i\xef\xbf\xbd\\iif.ttMi3i\xef\xbf\xbd(.j\xef\xbf\xbdsr;s*firj(it\xef\xbf\xbd\xef\xbf\xbdi*ta:\n\nA*eowliwflin\n\nOu.tfPhOlO-91738,      , BSDtO.lnc]",i\xef\xbf\xbd\\iif.ttMi3i\xef\xbf\xbd(.j\xef\xbf\xbdsr;s*firj(it\xef\xbf\xbd\xef\xbf\xbdi*ta:\n\nA*eowliwflin\n\nOu.tfPhOlO-91738      BSDtO.lnc
11005,523896,PERSON,"[BSDtO.lnc, .]","[  , 4, 9]",523871,"[i\xef\xbf\xbd\\iif.ttMi3i\xef\xbf\xbd(.j\xef\xbf\xbdsr;s*firj(it\xef\xbf\xbd\xef\xbf\xbdi*ta:\n\nA*eowliwflin\n\nOu.tfPhOlO-91738,      , BSDtO.lnc, .,         ,         , \xef\xbf\xbd,   , ft,   , 4,   , 9,   ]",        \xef\xbf\xbd   ft
11006,523899,ORG,[],[],523897,[  ],  
11007,523900,CARDINAL,[],[  ],523899,"[4,   ]",4
11008,523903,ORG,[],[],523901,[  ],  
11009,523904,CARDINAL,[],[  ],523903,"[9,   ]",9
11010,523911,FAC,[ft],[],523905,"[i\xef\xbf\xbd\\iif.ttMi3i\xef\xbf\xbd(.j\xef\xbf\xbdsr;s*firj(it\xef\xbf\xbd\xef\xbf\xbdi*ta:\n\nA*eowliwflin\n\nOu.tfPhOlO-91738,      , BSDtO.lnc, .,         , \xef\xbf\xbd,   , ft,   , 4,   , 9,   ,   , J,   ]",  J   
11011,523920,ORG,[],[],523917,[YUO],YUO
11012,523941,PERSON,"[YUO, -]",[],523921,"[YUO, -, MOS,        , Novnnt*rE]",MOS        Novnnt*rE
11013,523960,CARDINAL,[],[],523944,[1870\n\nComplete],1870\n\nComplete
11014,524129,ORG,[],[],524089,[w^W^\xef\xbf\xbdIW<\xef\xbf\xbdBWPWP\n\n],w^W^\xef\xbf\xbdIW<\xef\xbf\xbdBWPWP\n\n
11015,524367,ORG,[],[   ],524357,"[m\n\n\n\nt,    ]",m\n\n\n\nt
11016,524433,ORG,[],[],524372,"[$, &, \xef\xbf\xbd$, &, N, DEFENSE, OF, ClGARETT\xef\xbf\xbdS~2.\n\n""It]","$&\xef\xbf\xbd$& N DEFENSE OF ClGARETT\xef\xbf\xbdS~2.\n\n""It"
11017,524626,PERSON,[],[time],524610,"[opinions,\n\n""At, the, present, time]","opinions,\n\n""At"
11018,524792,PERSON,[],[],524782,[          ],          
11019,524807,PERCENT,[],[],524804,"[&, %]",& %
11020,524815,DATE,[%],[],524807,"[%, J$m&u&cm]",J$m&u&cm
11021,524822,ORG,[],[],524817,[iJcrv],iJcrv
11022,524859,NORP,[],[],524851,[AMERICAN],AMERICAN
11023,524988,PERSON,[USA\n\n0u\xef\xbf\xbddPti0lO-\xef\xbf\xbdl\xef\xbf\xbdT],"[,, V207, B]",524973,"[USA\n\n0u\xef\xbf\xbddPti0lO-\xef\xbf\xbdl\xef\xbf\xbdT,      ,      , BtSDSO.IrW, ,,      , V207,         , 6,   , B,   , 4,   ]",     BtSDSO.IrW
11024,525009,PERSON,[],[  ],524990,"[     , V207,         , 6,   ]",     V207         6
11025,525012,ORG,[],[],525010,[  ],  
11026,525016,ORG,[],[],525014,[  ],  
11027,525032,FAC,[Vtt>7\n\nAsadwlliedln\n\nPRINTED],[  ],525018,"[INC-\n\nP.O., Vtt>7\n\nAsadwlliedln\n\nPRINTED, IN, USA\n\n0u\xef\xbf\xbddPti0lO-\xef\xbf\xbdl\xef\xbf\xbdT,      , BtSDSO.IrW, ,,      , V207,         , 6,   , B,   , 4,   ,   , \xef\xbf\xbd,   ]",  \xef\xbf\xbd
11028,525035,ORG,[],[],525033,[  ],  
11029,525039,ORG,[],[],525037,[  ],  
11030,525053,DATE,[],[        ],525047,"[6, -, 6862,         ]",6-6862
11031,525175,ORG,[],[.....],525124,"[RJR, 000000871.0002\n\n^mmmmmm*mmmm**\'*+\'0mmmw*u*n, .....]",RJR 000000871.0002\n\n^mmmmmm*mmmm**\'*+\'0mmmw*u*n
11032,525208,CARDINAL,"[*, *, "", "", "", ""]",[],525196,"[*, *, "", "", "", "", \xef\xbf\xbd]",\xef\xbf\xbd
11033,525401,PERSON,[],[],525396,[     ],     
11034,525515,PERSON,[],[],525432,"[\xef\xbf\xbd:.\xef\xbf\xbd\'\xef\xbf\xbd.\xef\xbf\xbd\xef\xbf\xbd, \'\xef\xbf\xbd.""-]","\xef\xbf\xbd:.\xef\xbf\xbd\'\xef\xbf\xbd.\xef\xbf\xbd\xef\xbf\xbd \'\xef\xbf\xbd.""-"
11035,525586,WORK_OF_ART,[],[],525556,"[^018, |N, DEFENSE, OF, CGARETTES-3]",^018 |N DEFENSE OF CGARETTES-3
11036,525601,MONEY,[$],[],525592,"[$, \n\n""What]","\n\n""What"
11037,525663,DATE,[],[],525655,[tomorrow],tomorrow
11038,526058,PERSON,[],[],526013,"[emphysema.*5\n\n\n\nI\')\'\n\nh\n\nji,        ]",emphysema.*5\n\n\n\nI\')\'\n\nh\n\nji        
11039,526102,ORG,[],[],526089,"[INl\n\nP.O., 1]",INl\n\nP.O. 1
11040,526114,CARDINAL,[*],[     ],526103,"[*, 97\n\nrue^m,      ]",97\n\nrue^m
11041,526120,PERSON,[],[],526115,[     ],     
11042,526218,WORK_OF_ART,[>],"[,, riif\xef\xbf\xbdjln\n\nUUt, .i\n\n\, ']",526141,"[NiM\'Mt\xef\xbf\xbdi, >, f*4.if>7o, Complete, photomechanical.\n\nA\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbdv, ,, riif\xef\xbf\xbdjln\n\nUUt,   , t\n\nRJR, 000000871.0003\n\nPRlM\xef\xbf\xbdOINU.$\x0c\npgNbr=313\n/\xef\xbf\xbd, .i\n\n\, ']",f*4.if>7o Complete photomechanical.\n\nA\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbdv
11043,526327,CARDINAL,[t\n\nRJR],[],526257,"[t\n\nRJR, 000000871.0003\n\nPRlM\xef\xbf\xbdOINU.$\x0c\npgNbr=313\n/\xef\xbf\xbd]",000000871.0003\n\nPRlM\xef\xbf\xbdOINU.$\x0c\npgNbr=313\n/\xef\xbf\xbd
11044,526392,PERSON,[],[],526382,"[Cu, Vv^i\'t]",Cu Vv^i\'t
